IP,Session_ID,Time,Student_ID,Subject,Date,Issue raised,Raised by (Student /Proctor),Time spent by proctor(minutes),time spent by student(minutes),Issue resolved or not,Camera visibility,Total session time,ADS
10.130.1.209,234768A8976N1407,2020-03-15 14:00:13,2019mc21955,MATERIALS MANAGEMENT,15-03-2020 (AN),8,Proctor,2020-03-15 00:04:48,2020-03-15 00:03:23,Y,2020-03-15 01:59:51,2020-03-15 01:59:51,25
10.130.1.37,234768A8976N1344,2020-03-15 14:00:03,2019mc21954,MATERIALS MANAGEMENT,15-03-2020 (AN),3,Student,2020-03-15 00:03:00,2020-03-15 00:03:40,Y,2020-03-15 01:58:41,2020-03-15 01:58:41,23
10.130.2.21,234768A8976N1281,2020-03-15 14:00:24,2019mc21953,MATERIALS MANAGEMENT,15-03-2020 (AN),8,Proctor,2020-03-15 00:00:16,2020-03-15 00:00:47,Y,2020-03-15 01:58:39,2020-03-15 01:58:39,21
10.130.1.144,234768A8976N1478,2020-03-15 14:00:01,2019mc21948,MATERIALS MANAGEMENT,15-03-2020 (AN),0,Null,2020-03-15 00:00:00,2020-03-15 00:00:00,null,2020-03-15 01:57:59,2020-03-15 01:57:59,20
10.130.1.201,234768A8976N1415,2020-03-15 14:01:21,2019mc21947,MATERIALS MANAGEMENT,15-03-2020 (AN),5,Student,2020-03-15 00:00:18,2020-03-15 00:02:58,Y,2020-03-15 01:57:24,2020-03-15 01:57:24,24
10.131.1.174,234768A8976N1143,2020-10-18 14:01:28,2019mc21963,FINITE ELEMENT METHODS,18-10-2020 (AN),2,Student,2020-10-18 00:00:00,2020-10-18 00:01:27,Y,2020-10-18 02:00:00,2020-10-18 02:00:00,23
10.131.1.174,234768A8976N1143,2020-10-18 14:01:28,2019mc21963,FINITE ELEMENT METHODS,18-10-2020 (AN),2,Student,2020-10-18 00:00:00,2020-10-18 00:01:27,Y,2020-10-18 02:00:00,2020-10-18 02:00:00,23
10.130.1.92,234768A8976N1289,2020-03-15 14:00:18,2019mc21945,MATERIALS MANAGEMENT,15-03-2020 (AN),0,Null,2020-03-15 00:00:00,2020-03-15 00:00:00,null,2020-03-15 02:00:00,2020-03-15 02:00:00,24
10.130.1.198,234768A8976N1419,2020-03-14 10:01:53,2019mc22007,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 02:00:00,2020-03-14 02:00:00,22
10.130.1.255,234768A8976N1356,2020-03-14 10:01:21,2019mc22006,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:59:00,2020-03-14 01:59:00,20
10.130.1.88,234768A8976N1293,2020-03-14 10:01:07,2019mc22005,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:59:01,2020-03-14 01:59:01,22
10.130.2.72,234768A8976N1230,2020-03-14 10:01:46,2019mc22004,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:58:09,2020-03-14 01:58:09,21
10.130.1.190,234768A8976N1427,2020-03-14 10:01:48,2019mc21999,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),3,Student,2020-03-14 00:03:31,2020-03-14 00:04:46,Y,2020-03-14 01:59:43,2020-03-14 01:59:43,20
10.130.1.248,234768A8976N1364,2020-03-14 10:00:00,2019mc21998,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:56:43,2020-03-14 01:56:43,23
10.130.1.80,234768A8976N1301,2020-03-14 10:01:24,2019mc21997,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),8,Proctor,2020-03-14 00:04:21,2020-03-14 00:00:49,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,24
10.130.2.64,234768A8976N1238,2020-03-14 10:00:17,2019mc21996,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:56:27,2020-03-14 01:56:27,24
10.130.1.183,234768A8976N1435,2020-03-14 10:01:23,2019mc21991,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 02:00:00,2020-03-14 02:00:00,23
10.130.1.240,234768A8976N1372,2020-03-14 10:01:44,2019mc21990,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),8,Proctor,2020-03-14 00:02:19,2020-03-14 00:04:08,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,21
10.131.1.217,234768A8976N1096,2020-10-18 14:00:27,2019mc21946,FINITE ELEMENT METHODS,18-10-2020 (AN),2,Student,2020-10-18 00:05:01,2020-10-18 00:03:19,Y,2020-10-18 01:57:24,2020-10-18 01:57:24,20
10.131.1.217,234768A8976N1096,2020-10-18 14:00:27,2019mc21946,FINITE ELEMENT METHODS,18-10-2020 (AN),2,Student,2020-10-18 00:05:01,2020-10-18 00:03:19,Y,2020-10-18 01:57:24,2020-10-18 01:57:24,20
10.131.1.149,234768A8976N1171,2020-10-17 10:01:37,2019mc21999,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),2,Student,2020-10-17 00:04:48,2020-10-17 00:02:01,Y,2020-10-17 01:56:53,2020-10-17 01:56:53,24
10.131.1.149,234768A8976N1171,2020-10-17 10:01:37,2019mc21999,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),2,Student,2020-10-17 00:04:48,2020-10-17 00:02:01,Y,2020-10-17 01:56:53,2020-10-17 01:56:53,24
10.130.1.176,234768A8976N1443,2020-03-14 10:00:31,2019mc21983,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),7,Proctor,2020-03-14 00:03:38,2020-03-14 00:04:53,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,58
10.130.1.233,234768A8976N1380,2020-03-14 10:00:14,2019mc21982,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),3,Student,2020-03-14 00:04:16,2020-03-14 00:00:46,N,2020-03-14 01:55:23,2020-03-14 01:55:23,22
10.130.1.64,234768A8976N1317,2020-03-14 10:01:33,2019mc21981,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:03:28,2020-03-14 00:03:37,Y,2020-03-14 01:40:52,2020-03-14 01:56:56,20
10.131.1.134,234768A8976N1187,2020-10-17 10:00:26,2019mc21983,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),1,Student,2020-10-17 00:04:00,2020-10-17 00:03:56,Y,2020-10-17 01:55:15,2020-10-17 01:55:15,22
10.131.1.134,234768A8976N1187,2020-10-17 10:00:26,2019mc21983,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),1,Student,2020-10-17 00:04:00,2020-10-17 00:03:56,Y,2020-10-17 01:55:15,2020-10-17 01:55:15,22
10.130.1.169,234768A8976N1451,2020-03-14 10:01:15,2019mc21975,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:00:32,2020-03-14 00:04:58,Y,2020-03-14 01:46:19,2020-03-14 01:57:54,22
10.130.1.226,234768A8976N1388,2020-03-14 10:01:34,2019mc21974,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:03:54,2020-03-14 00:03:21,Y,2020-03-14 01:48:21,2020-03-14 01:59:42,21
10.130.1.56,234768A8976N1325,2020-03-14 10:01:33,2019mc21973,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:00:59,2020-03-14 00:02:01,Y,2020-03-14 01:49:04,2020-03-14 01:57:47,24
10.130.2.40,234768A8976N1262,2020-03-14 10:00:37,2019mc21972,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),7,Proctor,2020-03-14 00:04:55,2020-03-14 00:03:25,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,62
10.130.1.161,234768A8976N1459,2020-03-14 10:01:38,2019mc21967,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),8,Proctor,2020-03-14 00:02:40,2020-03-14 00:00:55,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,23
10.130.1.219,234768A8976N1396,2020-03-14 10:01:00,2019mc21966,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),4,Student,2020-03-14 00:04:08,2020-03-14 00:00:12,N,2020-03-14 01:58:28,2020-03-14 01:58:28,21
10.130.1.48,234768A8976N1333,2020-03-14 10:00:56,2019mc21965,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),8,Proctor,2020-03-14 00:04:18,2020-03-14 00:01:07,Y,2020-03-14 02:00:00,2020-03-14 02:00:00,25
10.130.2.32,234768A8976N1270,2020-03-14 10:01:39,2019mc21964,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:03:30,2020-03-14 00:02:32,Y,2020-03-14 01:49:55,2020-03-14 01:57:42,21
10.130.1.154,234768A8976N1467,2020-03-14 10:00:44,2019mc21959,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:02:43,2020-03-14 00:02:50,Y,2020-03-14 01:43:53,2020-03-14 01:57:48,25
10.130.1.211,234768A8976N1404,2020-03-14 10:01:07,2019mc21958,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),6,Proctor,2020-03-14 00:01:57,2020-03-14 00:03:27,Y,2020-03-14 01:44:06,2020-03-14 01:58:53,20
10.130.1.40,234768A8976N1341,2020-03-14 10:00:56,2019mc21957,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:55:14,2020-03-14 01:55:14,24
10.130.2.24,234768A8976N1278,2020-03-14 10:00:04,2019mc21956,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:55:15,2020-03-14 01:55:15,25
10.130.1.147,234768A8976N1475,2020-03-14 10:00:27,2019mc21951,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 02:00:00,2020-03-14 02:00:00,20
10.131.1.191,234768A8976N1124,2020-10-17 10:00:56,2019mc21982,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),2,Student,2020-10-17 00:04:31,2020-10-17 00:01:48,Y,2020-10-17 02:00:00,2020-10-17 02:00:00,24
10.131.1.191,234768A8976N1124,2020-10-17 10:00:56,2019mc21982,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),2,Student,2020-10-17 00:04:31,2020-10-17 00:01:48,Y,2020-10-17 02:00:00,2020-10-17 02:00:00,24
10.130.1.32,234768A8976N1349,2020-03-14 10:00:51,2019mc21949,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),3,Student,2020-03-14 00:04:34,2020-03-14 00:03:20,N,2020-03-14 02:00:00,2020-03-14 02:00:00,23
10.130.1.95,234768A8976N1286,2020-03-14 10:01:04,2019mc21948,SOFTWARE FOR EMBEDDED SYSTEMS,14-03-2020 (FN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 02:00:00,2020-03-14 02:00:00,20
10.130.1.197,234768A8976N1420,2020-03-14 14:00:15,2019mc22006,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:00:56,2020-03-14 00:04:46,Y,2020-03-14 01:55:56,2020-03-14 01:55:56,23
10.130.1.254,234768A8976N1357,2020-03-14 14:00:35,2019mc22005,INFORMATION RETRIEVAL ,14-03-2020 (AN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:59:51,2020-03-14 01:59:51,21
10.130.1.87,234768A8976N1294,2020-03-14 14:00:58,2019mc22004,INFORMATION RETRIEVAL ,14-03-2020 (AN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:58:39,2020-03-14 01:58:39,21
10.130.2.71,234768A8976N1231,2020-03-14 14:00:31,2019mc22003,INFORMATION RETRIEVAL ,14-03-2020 (AN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 02:00:00,2020-03-14 02:00:00,24
10.130.1.19,234768A8976N1428,2020-03-14 14:00:18,2019mc21998,INFORMATION RETRIEVAL ,14-03-2020 (AN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:56:56,2020-03-14 01:56:56,23
10.130.1.247,234768A8976N1365,2020-03-14 14:00:15,2019mc21997,INFORMATION RETRIEVAL ,14-03-2020 (AN),6,Proctor,2020-03-14 00:01:12,2020-03-14 00:00:16,Y,2020-03-14 01:49:34,2020-03-14 01:55:17,21
10.130.1.79,234768A8976N1302,2020-03-14 14:00:45,2019mc21996,INFORMATION RETRIEVAL ,14-03-2020 (AN),6,Proctor,2020-03-14 00:02:37,2020-03-14 00:02:36,Y,2020-03-14 01:40:05,2020-03-14 01:59:03,21
10.130.2.63,234768A8976N1239,2020-03-14 14:00:39,2019mc21995,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:01:35,2020-03-14 00:02:16,Y,2020-03-14 01:56:07,2020-03-14 01:56:07,24
10.130.1.182,234768A8976N1436,2020-03-14 14:01:20,2019mc21990,INFORMATION RETRIEVAL ,14-03-2020 (AN),5,Student,2020-03-14 00:00:39,2020-03-14 00:01:06,Y,2020-03-14 01:59:52,2020-03-14 01:59:52,22
10.130.1.24,234768A8976N1373,2020-03-14 14:01:41,2019mc21989,INFORMATION RETRIEVAL ,14-03-2020 (AN),3,Student,2020-03-14 00:02:01,2020-03-14 00:00:52,Y,2020-03-14 01:58:02,2020-03-14 01:58:02,25
10.131.1.177,234768A8976N1140,2020-10-17 10:01:40,2019mc21966,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),2,Student,2020-10-17 00:03:47,2020-10-17 00:03:03,N,2020-10-17 01:31:24,2020-10-17 02:00:00,24
10.113.1.143,NULL,2020-10-17 00:00:00,2019mc21966,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),2,Student,2020-10-17 00:03:47,2020-10-17 00:03:03,N,2020-10-17 01:31:24,2020-10-17 02:00:00,NULL
10.130.2.55,234768A8976N1247,2020-03-14 14:01:11,2019mc21987,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:01:48,2020-03-14 00:00:11,Y,2020-03-14 01:56:07,2020-03-14 01:56:07,22
10.130.1.175,234768A8976N1444,2020-03-14 14:01:38,2019mc21982,INFORMATION RETRIEVAL ,14-03-2020 (AN),7,Proctor,2020-03-14 00:04:03,2020-03-14 00:03:01,Y,2020-03-14 01:58:28,2020-03-14 01:58:28,64
10.130.1.232,234768A8976N1381,2020-03-14 14:00:53,2019mc21981,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:00:54,2020-03-14 00:00:56,Y,2020-03-14 01:57:19,2020-03-14 01:57:19,22
10.131.1.22,234768A8976N1093,2020-10-17 10:01:54,2019mc21949,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),1,Student,2020-10-17 00:03:49,2020-10-17 00:02:59,Y,2020-10-17 01:40:12,2020-10-17 01:56:01,25
10.113.1.202,234768A8976N1093,2020-10-17 10:01:54,2019mc21949,DESIGN AND OPERATIONS OF DATA CENTRES,17-10-2020 (FN),1,Student,2020-10-17 00:03:49,2020-10-17 00:02:59,Y,2020-10-17 01:40:12,2020-10-17 01:56:01,25
10.130.2.47,234768A8976N1255,2020-03-14 14:01:30,2019mc21979,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:03:19,2020-03-14 00:03:41,Y,2020-03-14 01:58:50,2020-03-14 01:58:50,23
10.130.1.168,234768A8976N1452,2020-03-14 14:01:52,2019mc21974,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:00:07,2020-03-14 00:00:45,Y,2020-03-14 01:57:55,2020-03-14 01:57:55,24
10.130.1.225,234768A8976N1389,2020-03-14 14:01:55,2019mc21973,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:02:02,2020-03-14 00:01:21,Y,2020-03-14 01:55:45,2020-03-14 01:55:45,22
10.130.1.239,234768A8976N1374,2020-03-15 10:01:49,2019mc21988,ADVANCED DRIVER ASSISTANCE SYSTEMS,15-03-2020 (FN),2,Student,2020-03-15 00:00:00,2020-03-15 00:01:29,Y,2020-03-15 01:58:28,2020-03-15 01:58:28,23
10.130.1.239,234768A8976N1374,2020-03-15 10:01:49,2019mc21988,ADVANCED DRIVER ASSISTANCE SYSTEMS,15-03-2020 (FN),2,Student,2020-03-15 00:00:00,2020-03-15 00:01:29,Y,2020-03-15 01:58:28,2020-03-15 01:58:28,23
10.130.2.39,234768A8976N1263,2020-03-14 14:01:52,2019mc21971,INFORMATION RETRIEVAL ,14-03-2020 (AN),6,Proctor,2020-03-14 00:01:18,2020-03-14 00:03:40,Y,2020-03-14 01:49:55,2020-03-14 01:56:50,24
10.130.1.46,234768A8976N1335,2020-03-15 10:00:36,2019mc21963,ADVANCED DRIVER ASSISTANCE SYSTEMS,15-03-2020 (FN),1,Student,2020-03-15 00:02:13,2020-03-15 00:04:22,Y,2020-03-15 01:56:46,2020-03-15 01:56:46,20
10.130.1.46,234768A8976N1335,2020-03-15 10:00:36,2019mc21963,ADVANCED DRIVER ASSISTANCE SYSTEMS,15-03-2020 (FN),1,Student,2020-03-15 00:02:13,2020-03-15 00:04:22,Y,2020-03-15 01:56:46,2020-03-15 01:56:46,20
10.130.1.218,234768A8976N1397,2020-03-14 14:01:59,2019mc21965,INFORMATION RETRIEVAL ,14-03-2020 (AN),6,Proctor,2020-03-14 00:01:31,2020-03-14 00:00:45,Y,2020-03-14 01:49:34,2020-03-14 01:59:24,23
10.130.1.47,234768A8976N1334,2020-03-14 14:00:18,2019mc21964,INFORMATION RETRIEVAL ,14-03-2020 (AN),6,Proctor,2020-03-14 00:01:23,2020-03-14 00:03:15,Y,2020-03-14 01:44:03,2020-03-14 01:56:12,23
10.130.1.145,234768A8976N1477,2020-03-15 10:00:36,2019mc21949,ADVANCED DRIVER ASSISTANCE SYSTEMS,15-03-2020 (FN),1,Student,2020-03-15 00:05:01,2020-03-15 00:03:37,Y,2020-03-15 01:59:43,2020-03-15 01:59:43,22
10.130.1.145,234768A8976N1477,2020-03-15 10:00:36,2019mc21949,ADVANCED DRIVER ASSISTANCE SYSTEMS,15-03-2020 (FN),1,Student,2020-03-15 00:05:01,2020-03-15 00:03:37,Y,2020-03-15 01:59:43,2020-03-15 01:59:43,22
10.130.1.153,234768A8976N1468,2020-03-14 14:01:37,2019mc21958,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:03:25,2020-03-14 00:01:36,Y,2020-03-14 01:59:28,2020-03-14 01:59:28,24
10.130.1.210,234768A8976N1405,2020-03-14 14:01:04,2019mc21957,INFORMATION RETRIEVAL ,14-03-2020 (AN),8,Proctor,2020-03-14 00:04:59,2020-03-14 00:04:56,Y,2020-03-14 01:57:20,2020-03-14 01:57:20,23
10.130.1.39,234768A8976N1342,2020-03-14 14:00:17,2019mc21956,INFORMATION RETRIEVAL ,14-03-2020 (AN),5,Student,2020-03-14 00:03:52,2020-03-14 00:02:12,Y,2020-03-14 01:56:13,2020-03-14 01:56:13,25
10.130.2.23,234768A8976N1279,2020-03-14 14:01:28,2019mc21955,INFORMATION RETRIEVAL ,14-03-2020 (AN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 02:00:00,2020-03-14 02:00:00,22
10.130.2.61,234768A8976N1241,2020-03-15 14:01:06,2019mc21993,MATERIALS MANAGEMENT,15-03-2020 (AN),2,Student,2020-03-15 00:02:22,2020-03-15 00:03:59,Y,2020-03-15 02:00:00,2020-03-15 02:00:00,24
10.130.2.61,234768A8976N1241,2020-03-15 14:01:06,2019mc21993,MATERIALS MANAGEMENT,15-03-2020 (AN),2,Student,2020-03-15 00:02:22,2020-03-15 00:03:59,Y,2020-03-15 02:00:00,2020-03-15 02:00:00,24
10.130.1.203,234768A8976N1413,2020-03-14 14:00:02,2019mc21949,INFORMATION RETRIEVAL ,14-03-2020 (AN),7,Proctor,2020-03-14 00:05:01,2020-03-14 00:04:16,Y,2020-03-14 01:55:15,2020-03-14 01:55:15,55
10.130.1.31,234768A8976N1350,2020-03-14 14:00:38,2019mc21948,INFORMATION RETRIEVAL ,14-03-2020 (AN),5,Student,2020-03-14 00:00:34,2020-03-14 00:00:09,Y,2020-03-14 01:58:28,2020-03-14 01:58:28,21
10.130.1.94,234768A8976N1287,2020-03-14 14:00:31,2019mc21947,INFORMATION RETRIEVAL ,14-03-2020 (AN),0,Null,2020-03-14 00:00:00,2020-03-14 00:00:00,null,2020-03-14 01:56:55,2020-03-14 01:56:55,25
10.131.1.215,234768A8976N1098,2020-10-11 10:01:50,2019mc22008,PREDICTIVE ANALYTICS,11-10-2020 (FN),3,Student,2020-10-11 00:03:53,2020-10-11 00:02:31,Y,2020-10-11 01:56:53,2020-10-11 01:56:53,24
10.131.1.45,234768A8976N1035,2020-10-11 10:00:11,2019mc22007,PREDICTIVE ANALYTICS,11-10-2020 (FN),6,Proctor,2020-10-11 00:00:21,2020-10-11 00:01:41,Y,2020-10-11 01:44:23,2020-10-11 01:59:33,20
10.133.10.22,234456GA8976N116,2020-10-11 10:01:14,2019mc22006,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:55:30,2020-10-11 01:55:30,22
10.131.1.150,234768A8976N1169,2020-10-11 10:00:52,2019mc22001,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:55:17,2020-10-11 01:55:17,24
10.131.1.208,234768A8976N1106,2020-10-11 10:00:12,2019mc22000,PREDICTIVE ANALYTICS,11-10-2020 (FN),4,Student,2020-10-11 00:03:23,2020-10-11 00:00:19,Y,2020-10-11 01:58:26,2020-10-11 01:58:26,23
10.131.1.37,234768A8976N1043,2020-10-11 10:01:14,2019mc21999,PREDICTIVE ANALYTICS,11-10-2020 (FN),3,Student,2020-10-11 00:04:19,2020-10-11 00:04:52,N,2020-10-11 01:58:26,2020-10-11 01:58:26,24
10.131.1.95,234456GA8976N124,2020-10-11 10:01:48,2019mc21998,PREDICTIVE ANALYTICS,11-10-2020 (FN),5,Student,2020-10-11 00:00:23,2020-10-11 00:01:22,N,2020-10-11 01:59:08,2020-10-11 01:59:08,23
10.131.1.143,234768A8976N1177,2020-10-11 10:00:13,2019mc21993,PREDICTIVE ANALYTICS,11-10-2020 (FN),7,Proctor,2020-10-11 00:04:59,2020-10-11 00:00:36,Y,2020-10-11 01:56:06,2020-10-11 01:56:06,54
10.131.1.200,234768A8976N1114,2020-10-11 10:00:06,2019mc21992,PREDICTIVE ANALYTICS,11-10-2020 (FN),6,Proctor,2020-10-11 00:04:39,2020-10-11 00:01:25,Y,2020-10-11 01:43:57,2020-10-11 01:57:53,21
10.131.1.29,234768A8976N1051,2020-10-11 10:00:53,2019mc21991,PREDICTIVE ANALYTICS,11-10-2020 (FN),6,Proctor,2020-10-11 00:01:40,2020-10-11 00:00:07,Y,2020-10-11 01:53:35,2020-10-11 01:59:29,25
10.131.1.88,234456GA8976N132,2020-10-11 10:00:01,2019mc21990,PREDICTIVE ANALYTICS,11-10-2020 (FN),6,Proctor,2020-10-11 00:00:27,2020-10-11 00:03:03,Y,2020-10-11 01:51:58,2020-10-11 01:57:12,21
10.131.1.136,234768A8976N1185,2020-10-11 10:01:49,2019mc21985,PREDICTIVE ANALYTICS,11-10-2020 (FN),5,Student,2020-10-11 00:04:48,2020-10-11 00:02:41,N,2020-10-11 01:56:29,2020-10-11 01:56:29,25
10.131.1.193,234768A8976N1122,2020-10-11 10:01:06,2019mc21984,PREDICTIVE ANALYTICS,11-10-2020 (FN),6,Proctor,2020-10-11 00:04:29,2020-10-11 00:04:21,Y,2020-10-11 01:50:05,2020-10-11 01:59:58,22
10.130.1.180,234768A8976N1438,2020-03-15 14:00:10,2019mc21988,MATERIALS MANAGEMENT,15-03-2020 (AN),1,Student,2020-03-15 00:04:58,2020-03-15 00:01:02,Y,2020-03-15 02:00:00,2020-03-15 02:00:00,24
10.130.1.180,234768A8976N1438,2020-03-15 14:00:10,2019mc21988,MATERIALS MANAGEMENT,15-03-2020 (AN),1,Student,2020-03-15 00:04:58,2020-03-15 00:01:02,Y,2020-03-15 02:00:00,2020-03-15 02:00:00,24
10.131.1.80,234456GA8976N140,2020-10-11 10:01:36,2019mc21982,PREDICTIVE ANALYTICS,11-10-2020 (FN),4,Student,2020-10-11 00:04:58,2020-10-11 00:04:01,Y,2020-10-11 02:00:00,2020-10-11 02:00:00,20
10.131.1.129,234768A8976N1193,2020-10-11 10:00:21,2019mc21977,PREDICTIVE ANALYTICS,11-10-2020 (FN),6,Proctor,2020-10-11 00:01:10,2020-10-11 00:00:21,Y,2020-10-11 01:49:04,2020-10-11 01:56:04,22
10.131.1.186,234768A8976N1130,2020-10-11 10:01:20,2019mc21976,PREDICTIVE ANALYTICS,11-10-2020 (FN),3,Student,2020-10-11 00:04:52,2020-10-11 00:02:00,Y,2020-10-11 01:58:31,2020-10-11 01:58:31,21
10.131.1.243,234768A8976N1067,2020-10-11 10:00:49,2019mc21975,PREDICTIVE ANALYTICS,11-10-2020 (FN),5,Student,2020-10-11 00:03:24,2020-10-11 00:01:22,N,2020-10-11 01:55:33,2020-10-11 01:55:33,23
10.131.1.73,234456GA8976N148,2020-10-11 10:01:41,2019mc21974,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 02:00:00,2020-10-11 02:00:00,23
10.130.1.173,234768A8976N1446,2020-03-15 14:01:23,2019mc21980,MATERIALS MANAGEMENT,15-03-2020 (AN),2,Student,2020-03-15 00:03:41,2020-03-15 00:00:07,Y,2020-03-15 01:57:24,2020-03-15 01:57:24,24
10.130.1.173,234768A8976N1446,2020-03-15 14:01:23,2019mc21980,MATERIALS MANAGEMENT,15-03-2020 (AN),2,Student,2020-03-15 00:03:41,2020-03-15 00:00:07,Y,2020-03-15 01:57:24,2020-03-15 01:57:24,24
10.131.1.179,234768A8976N1138,2020-10-11 10:00:17,2019mc21968,PREDICTIVE ANALYTICS,11-10-2020 (FN),0,Null,2020-10-11 00:00:00,2020-10-11 00:00:00,null,2020-10-11 01:55:09,2020-10-11 01:55:09,22
10.131.1.236,234768A8976N1075,2020-10-11 10:00:21,2019mc21967,PREDICTIVE ANALYTICS,11-10-2020 (FN),8,Proctor,2020-10-11 00:03:28,2020-10-11 00:02:53,Y,2020-10-11 01:59:43,2020-10-11 01:59:43,24
